WSJ,NYT
0.5294117647058824,0.47058823529411764
0.31417624521072796,0.685823754789272
0.46551724137931033,0.5344827586206896
0.18,0.82
0.45662100456621,0.54337899543379
0.8378378378378378,0.16216216216216217
0.1642512077294686,0.8357487922705314
0.7832167832167832,0.21678321678321677
0.6916666666666667,0.30833333333333335
0.5517241379310345,0.4482758620689655
